exact_literal	ascii_fold	current_master_path	final_projected_path	provenance	decision_basis	casefold_carryalong	human_review_status
bip_spineTwist_7	bip_spinetwist_7	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
bip_spineTwist_8	bip_spinetwist_8	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
bip_spineTwist_9	bip_spinetwist_9	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
bip_upperchest	bip_upperchest	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
braceL	bracel	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
braceLB	bracelb	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
braceR	bracer	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
braceRB	bracerb	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_neck_01.x	c_neck_01.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_00_bend.x	c_spine_00_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_0_bend.x	c_spine_0_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_01_bend.x	c_spine_01_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_1_bend.x	c_spine_1_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_02_bend.x	c_spine_02_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_2_bend.x	c_spine_2_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_03_bend.x	c_spine_03_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_3_bend.x	c_spine_3_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_04_bend.x	c_spine_04_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_4_bend.x	c_spine_4_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_05_bend.x	c_spine_05_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_5_bend.x	c_spine_5_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_06_bend.x	c_spine_06_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_6_bend.x	c_spine_6_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_07_bend.x	c_spine_07_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_7_bend.x	c_spine_7_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_08_bend.x	c_spine_08_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_8_bend.x	c_spine_8_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_09_bend.x	c_spine_09_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_9_bend.x	c_spine_9_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_spine_10_bend.x	c_spine_10_bend.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
c_subneck_1.x	c_subneck_1.x	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
ca_slot00	ca_slot00	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
ca_slot01	ca_slot01	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
ca_slot05	ca_slot05	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
CC_Base_FacialBone	cc_base_facialbone	groupFile/RigHelpers	groupFile/Face	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Center/Adjustment	center/adjustment	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
cf_J_FaceUp_tz	cf_j_faceup_tz	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
cf_s_head	cf_s_head	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
cf_s_neck	cf_s_neck	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
cf_s_spine01	cf_s_spine01	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
cf_s_spine02	cf_s_spine02	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
cf_s_spine03	cf_s_spine03	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
cf_s_waist01	cf_s_waist01	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
cf_s_waist02	cf_s_waist02	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
chest_helper1	chest_helper1	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
chest_helper2	chest_helper2	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Chest_Shaper_1	chest_shaper_1	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Chest_Shaper_2	chest_shaper_2	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Chest_Shaper_3	chest_shaper_3	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
chestbraceL	chestbracel	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
chestbraceLD	chestbraceld	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
chestbraceR	chestbracer	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
chestbraceRD	chestbracerd	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Chunk_L	chunk_l	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Chunk_R	chunk_r	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
DEF_NECK_TRAP.L	def_neck_trap.l	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
DEF_NECK_TRAP.R	def_neck_trap.r	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Dummy_Neck	dummy_neck	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
DZ_DEF_SPINE HIPS	dz_def_spine hips	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
DZ_DEF_SPINE.MID	dz_def_spine.mid	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
FACIAL_C_FacialRoot	facial_c_facialroot	groupFile/RigHelpers	groupFile/Face	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Front_Breathe_Jnt	front_breathe_jnt	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Front_Jnt_Vol_Spine02	front_jnt_vol_spine02	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Front_Jnt_Vol_Spine03	front_jnt_vol_spine03	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Front_VolHead_Jnt	front_volhead_jnt	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Front_VolNeck_Jnt	front_volneck_jnt	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
GazeTipsParent	gazetipsparent	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Ghost_Root	ghost_root	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
hand_ik	hand_ik	groupFile/RigHelpers	groupFile/RigArms	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck adj	head neck adj	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 0	head neck helper 0	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 00	head neck helper 00	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 01	head neck helper 01	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 1	head neck helper 1	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 02	head neck helper 02	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 2	head neck helper 2	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 03	head neck helper 03	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 3	head neck helper 3	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 04	head neck helper 04	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 4	head neck helper 4	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 05	head neck helper 05	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 5	head neck helper 5	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 06	head neck helper 06	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 6	head neck helper 6	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 07	head neck helper 07	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 7	head neck helper 7	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 08	head neck helper 08	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 8	head neck helper 8	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 09	head neck helper 09	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 9	head neck helper 9	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper 10	head neck helper 10	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck helper back	head neck helper back	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck middle dummy	head neck middle dummy	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head neck upper attached_New hair ver.2 head throat	head neck upper attached_new hair ver.2 head throat	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head root	head root	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Head+(hair)	head+(hair)	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Head+(ウェイト)	head+(ウェイト)	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Head_Accessories	head_accessories	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Head_Root	head_root	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
head_tip_joint	head_tip_joint	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Headdummy	headdummy	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
headStar_joint1	headstar_joint1	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
headStar_joint2	headstar_joint2	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
headStar_joint3	headstar_joint3	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
headStar_joint4	headstar_joint4	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
headStar_joint5	headstar_joint5	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
headStar_joint6	headstar_joint6	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
headStar_joint7	headstar_joint7	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
headStar_joint8	headstar_joint8	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
HeadWeight	headweight	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
Headウェイト	headウェイト	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
helper_spine_3_L	helper_spine_3_l	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
helper_spine_3_R	helper_spine_3_r	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
helper_spine_3_back	helper_spine_3_back	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
helper_spine_3_front	helper_spine_3_front	groupFile/RigHelpers	groupFile/Helpers	CURRENT_RIGHELPERS_CONTAMINATION	Pass 1C/1D/1E/1F settled decision (RigHelpers contamination repair)	NO	PREVIOUSLY_SETTLED
